,price,Address,bedroom,bathroom,size_sqf,types,city,province,Latitude,Longitude
32,1300,Central Abbotsford,1,1,714,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
33,1580,Central Abbotsford,2,1,902,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
34,1270,Central Abbotsford,1,1,680,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
35,1500,Central Abbotsford,2,1,880,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
36,1270,Abbotsford West,1,1,608,Apt/Condo,Abbotsford,BC,49.0390339,-122.43024309999998
37,1025,Abbotsford West,0,1,486,Apt/Condo,Abbotsford,BC,49.0390339,-122.43024309999998
38,1550,Abbotsford West,2,1,864,Apt/Condo,Abbotsford,BC,49.0390339,-122.43024309999998
39,1025,Abbotsford West,0,1,666,Apt/Condo,Abbotsford,BC,49.0390339,-122.43024309999998
40,1025,Central Abbotsford,0,1,475,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
41,1250,Central Abbotsford,1,1,645,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
42,1485,Central Abbotsford,2,1,900,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
43,900,Central Abbotsford,0,1,338,Apt/Condo,Abbotsford,BC,49.0504377,-122.3044697
44,3175,Bram East,4,3,1800,House,Brampton,Ontario,43.6843336,-79.7163897
45,1500,Avondale,1,1,1000,Duplex,Brampton,Ontario,43.706187,-79.70048299999998
46,1750,Vales Of Castlemore,2,1,3500,House,Brampton,Ontario,43.782348999999996,-79.700497
47,2500,Avondale,3,1,1500,Duplex,Brampton,Ontario,43.706187,-79.70048299999998
48,650,Fletcher's Creek Village,0,1,187,House,Brampton,Ontario,43.658401399999995,-79.73040390000001
49,2913,Queen Street Corridor,2,2,1059,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
50,2427,Queen Street Corridor,2,2,1128,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
51,2566,Queen Street Corridor,3,1,1112,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
52,2119,Queen Street Corridor,1,1,725,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
53,2148,Queen Street Corridor,2,1,917,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
54,2700,Credit Valley,3,3,1500,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
55,1300,Brampton North,3,1,1100,House,Brampton,Ontario,43.7315479,-79.7624177
56,2999,Northwest Brampton,4,4,2000,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
57,1600,Bram East,2,2,118,House,Brampton,Ontario,43.6843336,-79.7163897
58,2499,Bram West,4,4,2000,House,Brampton,Ontario,43.6809933,-79.80410119999998
59,2200,Brampton North,3,1,1100,House,Brampton,Ontario,43.7315479,-79.7624177
60,2800,Northwest Brampton,4,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
61,1950,Queen Street Corridor,1,1,700,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
62,2699,Bram East,4,3,2000,House,Brampton,Ontario,43.6843336,-79.7163897
63,1900,Brampton North,3,2,2000,House,Brampton,Ontario,43.7315479,-79.7624177
64,1950,Madoc,3,2,1500,House,Brampton,Ontario,43.7047359,-79.74982299999998
65,2700,Northwest Brampton,4,3,1500,House,Brampton,Ontario,43.7015109,-79.79787370000003
66,2900,Northwest Brampton,3,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
67,2800,Credit Valley,4,3,1500,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
68,2750,Fletcher's Creek South,3,3,1600,Townhouse,Brampton,Ontario,43.6643776,-79.75085279999998
69,1650,Bram West,2,1,700,House,Brampton,Ontario,43.6809933,-79.80410119999998
70,2750,Fletcher's Creek South,3,3,1600,Townhouse,Brampton,Ontario,43.6643776,-79.75085279999998
71,3100,Sandringham Wellington,4,3,2500,House,Brampton,Ontario,43.708234000000004,-79.72089
72,2790,Madoc,3,2,1000,Townhouse,Brampton,Ontario,43.7047359,-79.74982299999998
73,4000,Fletcher's Creek Village,4,4,2500,House,Brampton,Ontario,43.658401399999995,-79.73040390000001
74,2800,Northwest Brampton,4,3,2000,House,Brampton,Ontario,43.7015109,-79.79787370000003
75,2950,Northwest Brampton,4,3,2000,House,Brampton,Ontario,43.7015109,-79.79787370000003
76,2600,Bram West,3,3,1200,Townhouse,Brampton,Ontario,43.6809933,-79.80410119999998
77,3500,Heart Lake East,3,4,1500,Townhouse,Brampton,Ontario,43.74103299999999,-79.79535179999998
78,2800,Fletcher's Meadow,4,3,2000,House,Brampton,Ontario,43.700629799999994,-79.8289997
79,2750,Sandringham Wellington North,3,11,2000,Townhouse,Brampton,Ontario,43.708234000000004,-79.72089
80,2700,Northwest Brampton,3,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
81,3450,Northgate,4,4,2500,House,Brampton,Ontario,43.7279356,-79.7468763
82,3200,Credit Valley,4,3,2000,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
83,2600,Madoc,3,3,1500,House,Brampton,Ontario,43.7047359,-79.74982299999998
84,2800,Northwest Sandalwood Parkway,3,3,1500,House,Brampton,Ontario,43.6971631,-79.8224513
85,3500,Toronto Gore Rural Estate,4,3,3000,House,Brampton,Ontario,43.7315479,-79.7624177
86,1250,Credit Valley,1,1,700,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
87,2700,Madoc,4,3,1500,House,Brampton,Ontario,43.7047359,-79.74982299999998
88,1400,Brampton West,1,1,700,House,Brampton,Ontario,43.684803,-79.7608108
89,1600,Northwest Brampton,2,1,1100,House,Brampton,Ontario,43.7015109,-79.79787370000003
90,1975,Sandringham Wellington,1,1,600,Apt/Condo,Brampton,Ontario,43.708234000000004,-79.72089
91,2950,Fletcher's Creek South,3,3,2000,Townhouse,Brampton,Ontario,43.6643776,-79.75085279999998
92,2650,Northwest Brampton,3,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
93,1475,Brampton North,1,1,700,Apt/Condo,Brampton,Ontario,43.7315479,-79.7624177
94,1550,Sandringham Wellington,2,1,700,Apt/Condo,Brampton,Ontario,43.708234000000004,-79.72089
95,2400,Brampton North,3,1,1100,House,Brampton,Ontario,43.7315479,-79.7624177
96,2800,Credit Valley,3,3,1500,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
97,2900,Sandringham Wellington,4,3,2000,House,Brampton,Ontario,43.708234000000004,-79.72089
98,1850,Bram East,2,2,700,House,Brampton,Ontario,43.6843336,-79.7163897
99,2300,Brampton East,3,1,700,House,Brampton,Ontario,43.7315479,-79.7624177
100,2100,Sandringham Wellington,1,1,600,Apt/Condo,Brampton,Ontario,43.708234000000004,-79.72089
101,3750,Westgate,4,3,2500,House,Brampton,Ontario,43.669315600000004,-79.74179889999998
102,2750,Heart Lake East,3,3,1600,Townhouse,Brampton,Ontario,43.74103299999999,-79.79535179999998
103,2350,Central Park,3,1,1100,House,Brampton,Ontario,43.73021170000001,-79.7239838
104,3200,Northwest Brampton,5,4,3000,House,Brampton,Ontario,43.7015109,-79.79787370000003
105,2900,Northwest Brampton,4,3,2000,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
106,2900,Fletcher's West,4,4,2000,House,Brampton,Ontario,43.6703644,-79.75903939999998
107,2800,Northwest Brampton,4,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
108,2599,Queen Street Corridor,3,2,1000,Apt/Condo,Brampton,Ontario,43.7025386,-79.73813829999997
109,2400,Downtown Brampton,2,2,900,Apt/Condo,Brampton,Ontario,43.685623,-79.760001
110,2600,Northwest Brampton,4,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
111,2699,Northwest Brampton,3,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
112,2550,Fletcher's Meadow,3,3,1500,House,Brampton,Ontario,43.700629799999994,-79.8289997
113,1650,Fletcher's Meadow,2,1,1100,Apt/Condo,Brampton,Ontario,43.700629799999994,-79.8289997
114,1650,Sandringham Wellington,2,1,700,House,Brampton,Ontario,43.708234000000004,-79.72089
115,1750,Heart Lake West,3,2,2500,House,Brampton,Ontario,43.74103299999999,-79.79535179999998
116,2900,Gore Industrial North,4,3,2000,House,Brampton,Ontario,43.77192520000001,-79.6603528
117,1600,Credit Valley,2,1,1100,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
118,3100,Sandringham Wellington,3,4,2500,House,Brampton,Ontario,43.708234000000004,-79.72089
119,1800,Bram East,2,1,700,House,Brampton,Ontario,43.6843336,-79.7163897
120,3200,Madoc,3,4,1500,House,Brampton,Ontario,43.7047359,-79.74982299999998
121,3600,Toronto Gore Rural Estate,4,4,208,House,Brampton,Ontario,43.7315479,-79.7624177
122,1850,Credit Valley,2,2,700,Apt/Condo,Brampton,Ontario,43.553693700000004,-79.70630129999998
123,1850,Credit Valley,2,2,700,Apt/Condo,Brampton,Ontario,43.553693700000004,-79.70630129999998
124,2900,Credit Valley,4,3,1500,House,Brampton,Ontario,43.553693700000004,-79.70630129999998
125,2500,Northwest Brampton,3,3,1500,Townhouse,Brampton,Ontario,43.7015109,-79.79787370000003
126,2500,Sandringham Wellington,3,3,1500,House,Brampton,Ontario,43.708234000000004,-79.72089
127,2800,Central Park,3,2,1500,House,Brampton,Ontario,43.73021170000001,-79.7239838
128,1700,Sandringham Wellington,2,1,700,House,Brampton,Ontario,43.708234000000004,-79.72089
129,2000,Northwest Brampton,2,1,2500,House,Brampton,Ontario,43.7015109,-79.79787370000003
130,2900,Northwest Brampton,4,3,1500,House,Brampton,Ontario,43.7015109,-79.79787370000003
131,1500,Northwest Brampton,2,1,700,Apt/Condo,Brampton,Ontario,43.7015109,-79.79787370000003
132,2200,Credit Valley,4,4,1500,Townhouse,Brampton,Ontario,43.553693700000004,-79.70630129999998
133,2800,Northwest Brampton,4,3,2000,House,Brampton,Ontario,43.7015109,-79.79787370000003
134,2299,Sandringham Wellington,3,2,1100,House,Brampton,Ontario,43.708234000000004,-79.72089
135,2800,Bram East,5,5,3000,House,Brampton,Ontario,43.6843336,-79.7163897
136,2700,Fletcher's Creek South,4,2,1400,Apt/Condo,Brampton,Ontario,43.6643776,-79.75085279999998
137,1549,Bram East,1,1,1100,House,Brampton,Ontario,43.6843336,-79.7163897
138,1799,Sandringham Wellington,4,3,1200,Townhouse,Brampton,Ontario,43.708234000000004,-79.72089
139,3100,Bram West,4,4,2500,House,Brampton,Ontario,43.6809933,-79.80410119999998
140,6500,Brentwood Park,3,2,1778,Apt/Condo,Burnaby,BC,49.273701,-122.99216100000001
141,2500,Metrotown,2,2,755,Apt/Condo,Burnaby,BC,49.227625700000004,-123.0075757
142,2300,Highgate,2,2,754,Apt/Condo,Burnaby,BC,49.2187299,-122.9563591
143,2430,Forest Glen,2,2,966,Apt/Condo,Burnaby,BC,49.2360577,-122.99536100000002
144,2295,Simon Fraser Hills,3,1,950,Apt/Condo,Burnaby,BC,49.25917379999999,-122.9071962
145,1900,Simon Fraser Hills,1,1,900,House,Burnaby,BC,49.25917379999999,-122.9071962
146,2621,Forest Glen,2,1,835,Apt/Condo,Burnaby,BC,49.2360577,-122.99536100000002
147,1981,Forest Glen,1,1,647,Apt/Condo,Burnaby,BC,49.2360577,-122.99536100000002
148,3000,Metrotown,2,2,774,House,Burnaby,BC,49.227625700000004,-123.0075757
149,2600,Metrotown,2,2,800,Apt/Condo,Burnaby,BC,49.227625700000004,-123.0075757
150,2850,Brentwood Park,2,2,909,House,Burnaby,BC,49.273701,-122.99216100000001
151,3500,Metrotown,3,2,1088,House,Burnaby,BC,49.227625700000004,-123.0075757
152,3100,Brentwood Park,2,2,864,House,Burnaby,BC,49.273701,-122.99216100000001
153,3999,Garden Village,3,1,1375,House,Burnaby,BC,49.238696000000004,-123.009773
154,1350,Big Bend,1,1,760,House,Burnaby,BC,49.1996999,-122.97888940000001
155,2850,Big Bend,3,2,1600,House,Burnaby,BC,49.1996999,-122.97888940000001
156,1126,Beltline,1,0,670,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
157,1010,Windsor Park ,1,1,615,Apt/Condo,Calgary,Alberta,51.0057183,-114.08091409999999
158,1276,Haysboro,2,0,886,Apt/Condo,Calgary,Alberta,50.973548799999996,-114.08451070000001
159,1080,Windsor Park ,1,1,615,Apt/Condo,Calgary,Alberta,51.0057183,-114.08091409999999
160,1149,Willow Park,2,1,870,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
161,1637,Beltline,2,2,2345,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
162,2126,Beltline,2,2,962,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
163,934,Beltline,0,1,554,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
164,1434,Beltline,1,2,1101,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
165,1196,Rundle,2,1,975,Townhouse,Calgary,Alberta,51.07346399999999,-113.9668929
166,1150,Seton,0,1,463,Townhouse,Calgary,Alberta,50.87903559999999,-113.9522338
167,1195,Seton,1,1,505,Townhouse,Calgary,Alberta,50.87903559999999,-113.9522338
168,1495,Seton,2,2,678,Townhouse,Calgary,Alberta,50.87903559999999,-113.9522338
169,1350,Seton,1,1,600,Apt/Condo,Calgary,Alberta,50.87903559999999,-113.9522338
170,1765,Seton,2,2,900,Apt/Condo,Calgary,Alberta,50.87903559999999,-113.9522338
171,1430,Beltline,1,1,578,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
172,1326,Mission,2,1,884,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
173,1126,Haysboro,1,0,678,Apt/Condo,Calgary,Alberta,50.973548799999996,-114.08451070000001
174,999,Willow Park,1,1,650,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
175,899,Willow Park,1,1,650,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
176,999,Willow Park,1,1,500,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
177,1149,Willow Park,2,1,750,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
178,1149,Willow Park,2,1,750,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
179,1149,Willow Park,2,1,870,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
180,1149,Willow Park,2,1,870,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
181,1401,Thorncliffe,2,2,985,Townhouse,Calgary,Alberta,51.1026552,-114.06244720000001
182,1200,Windsor Park ,2,1,830,Apt/Condo,Calgary,Alberta,51.0057183,-114.08091409999999
183,1495,Skyview Ranch,2,2,905,Apt/Condo,Calgary,Alberta,51.154267600000004,-113.9584119
184,1101,Mission,1,0,500,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
185,1396,Rundle,3,1,1136,Townhouse,Calgary,Alberta,51.07346399999999,-113.9668929
186,1633,Beltline,1,1,568,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
187,2041,Beltline,2,2,895,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
188,1426,Mission,2,1,851,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
189,1226,Bankview,1,1,600,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
190,1276,Bridgeland,2,1,795,Apt/Condo,Calgary,Alberta,51.05324599999999,-114.037725
191,1250,Mission,2,1,905,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
192,2095,Beltline,2,2,904,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
193,1442,Beltline,1,1,535,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
194,1613,Beltline,1,1,584,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
195,1532,Beltline,1,1,629,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
196,2145,Beltline,2,2,938,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
197,2600,Chinatown,2,1,900,Apt/Condo,Calgary,Alberta,51.051257899999996,-114.0626399
198,1451,Thorncliffe,3,1,1088,Townhouse,Calgary,Alberta,51.1026552,-114.06244720000001
199,2128,Beltline,2,2,830,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
200,1320,Beltline,0,1,389,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
201,1668,Beltline,1,1,665,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
202,1834,Beltline,1,1,696,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
203,1572,Beltline,1,1,524,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
204,1562,Beltline,1,1,523,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
205,1931,Beltline,3,2,1174,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
206,1479,Wildwood,1,1,756,Apt/Condo,Calgary,Alberta,51.05388660000001,-114.15175079999999
207,2550,Skyview Ranch,2,2,961,Apt/Condo,Calgary,Alberta,51.154267600000004,-113.9584119
208,1193,Beltline,0,1,445,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
209,1100,Bankview,1,0,482,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
210,2705,Varsity,2,1,657,Apt/Condo,Calgary,Alberta,51.0933656,-114.15487209999999
211,1190,Wildwood,2,1,868,Apt/Condo,Calgary,Alberta,51.05388660000001,-114.15175079999999
212,1473,Kingsland,1,1,687,Apt/Condo,Calgary,Alberta,50.9871451,-114.0772915
213,1810,Vista Heights,4,2,1265,Townhouse,Calgary,Alberta,51.07693829999999,-114.01464540000002
214,1201,Sunalta,1,1,652,Apt/Condo,Calgary,Alberta,51.0428845,-114.0992571
215,1013,Mission,1,1,535,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
216,1871,Downtown West End,2,2,974,Apt/Condo,Calgary,Alberta,51.0463743,-114.0880201
217,2550,Downtown West End,3,2,1326,Apt/Condo,Calgary,Alberta,51.0463743,-114.0880201
218,1565,Downtown West End,1,1,627,Apt/Condo,Calgary,Alberta,51.0463743,-114.0880201
219,1013,Mission,0,1,517,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
220,1076,Mission,1,1,695,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
221,1422,Kingsland,1,1,576,Apt/Condo,Calgary,Alberta,50.9871451,-114.0772915
222,1462,Beltline,1,1,696,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
223,1188,Mission,1,1,650,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
224,983,Mission,0,1,460,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
225,1396,Bankview,2,1,750,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
226,1125,Bankview,1,1,570,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
227,1100,Bridgeland,1,1,612,Apt/Condo,Calgary,Alberta,51.05324599999999,-114.037725
228,1100,Bankview,1,1,589,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
229,1075,Bankview,1,1,558,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
230,1325,Bridgeland,2,1,724,Apt/Condo,Calgary,Alberta,51.05324599999999,-114.037725
231,999,Albert Park Radison Heights,1,1,495,Apt/Condo,Calgary,Alberta,51.0437552,-113.99556969999999
232,1400,Bankview,2,1,772,Apt/Condo,Calgary,Alberta,51.03420759999999,-114.1025119
233,1325,Sunalta,2,1,859,Apt/Condo,Calgary,Alberta,51.0428845,-114.0992571
234,1075,Hillhurst,1,1,440,Apt/Condo,Calgary,Alberta,51.0574342,-114.09475090000001
235,1025,Sunalta,1,1,503,Apt/Condo,Calgary,Alberta,51.0428845,-114.0992571
236,1050,Mission,1,1,454,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
237,1300,Bowness,2,1,1108,Apt/Condo,Calgary,Alberta,51.0899034,-114.1959889
238,999,Bridgeland,1,1,497,Apt/Condo,Calgary,Alberta,51.05324599999999,-114.037725
239,1300,Bridgeland,2,1,666,Apt/Condo,Calgary,Alberta,51.05324599999999,-114.037725
240,1050,Crescent Heights,1,1,520,Apt/Condo,Calgary,Alberta,51.0633223,-114.0625942
241,2830,Beltline,1,1,796,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
242,1075,Mission,1,1,692,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
243,1343,Willow Park,2,1,818,Apt/Condo,Calgary,Alberta,50.958360600000006,-114.05899140000001
244,1304,Glamorgan,2,1,804,Apt/Condo,Calgary,Alberta,51.01509620000001,-114.151853
245,1101,Beltline,0,0,700,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
246,1650,Skyview Ranch,2,2,966,Apt/Condo,Calgary,Alberta,51.154267600000004,-113.9584119
247,700,Renfrew,0,1,299,Apt/Condo,Calgary,Alberta,51.063266,-114.04262549999999
248,1099,Renfrew,1,1,578,Apt/Condo,Calgary,Alberta,51.063266,-114.04262549999999
249,1325,Renfrew,2,1,787,Apt/Condo,Calgary,Alberta,51.063266,-114.04262549999999
250,1049,Cliff Bungalow,1,1,450,Apt/Condo,Calgary,Alberta,51.0329351,-114.07350819999999
251,875,Cliff Bungalow,0,1,350,Apt/Condo,Calgary,Alberta,51.0329351,-114.07350819999999
252,1350,Cliff Bungalow,2,1,680,Apt/Condo,Calgary,Alberta,51.0329351,-114.07350819999999
253,2146,Beltline,2,2,884,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
254,1354,Beltline,2,1,796,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
255,4750,Downtown Calgary Core,2,2,1192,Apt/Condo,Calgary,Alberta,51.04600989999999,-114.06914170000002
256,1152,Lakeview,1,1,870,Apt/Condo,Calgary,Alberta,50.994420500000004,-114.1262246
257,1549,Thorncliffe,2,1,776,Townhouse,Calgary,Alberta,51.1026552,-114.06244720000001
258,1302,Beltline,1,1,630,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
259,1113,Pineridge,1,1,625,Apt/Condo,Calgary,Alberta,51.07206859999999,-113.94782859999998
260,1319,Downtown Calgary Core,1,1,700,Apt/Condo,Calgary,Alberta,51.04600989999999,-114.06914170000002
261,1201,Beltline,1,0,750,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
262,1095,Glamorgan,2,1,804,Apt/Condo,Calgary,Alberta,51.01509620000001,-114.151853
263,1420,Beltline,1,1,530,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
264,1682,Varsity,3,2,1050,Apt/Condo,Calgary,Alberta,51.0933656,-114.15487209999999
265,1275,Mission,2,1,905,Apt/Condo,Calgary,Alberta,51.0313814,-114.06759609999999
266,1401,Braeside,2,1,1100,Townhouse,Calgary,Alberta,50.9543064,-114.10731170000001
267,4600,Beltline,3,3,1323,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
268,4600,Beltline,3,3,1363,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
269,1235,Tuxedo Park,1,1,531,Apt/Condo,Calgary,Alberta,51.07339260000001,-114.0625777
270,1955,Beltline,2,2,779,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
271,1415,Inglewood,1,1,690,Apt/Condo,Calgary,Alberta,51.034201,-114.02013600000001
272,1002,Downtown Calgary Core,0,1,600,Apt/Condo,Calgary,Alberta,51.04600989999999,-114.06914170000002
273,1539,Albert Park Radison Heights,3,1,971,Apt/Condo,Calgary,Alberta,51.0437552,-113.99556969999999
274,1511,University Heights,2,1,825,Apt/Condo,Calgary,Alberta,51.07030570000001,-114.14003340000001
275,1349,Beltline,1,1,800,Apt/Condo,Calgary,Alberta,51.0413217,-114.08896920000001
276,1155,Downtown East Village,0,1,475,Apt/Condo,Calgary,Alberta,51.046375899999994,-114.0505705
277,1900,Downtown East Village,2,2,882,Apt/Condo,Calgary,Alberta,51.046375899999994,-114.0505705
278,2200,Downtown East Village,3,2,1053,Apt/Condo,Calgary,Alberta,51.046375899999994,-114.0505705
279,4360,Downtown Calgary Core,2,2,1118,Apt/Condo,Calgary,Alberta,51.04600989999999,-114.06914170000002
